Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_021546	1276	Human rotavirus B	Human rotavirus B, segment 5
NC_021547	1179	Human rotavirus B	Human rotavirus B, segment 7
NC_021550	751	Human rotavirus B	Human rotavirus B, segment 10
NC_021551	2341	Human rotavirus B	Human rotavirus B, segment 3
NC_021548	1007	Human rotavirus B	Human rotavirus B, segment 8
NC_021579	2669	Tomato golden leaf spot virus	Tomato golden leaf spot virus, segment DNA-A
NC_021583	1295	Rotavirus G chicken/03V0567/DEU/2003 segment 5	Rotavirus G chicken/03V0567/DEU/2003 segment 5, complete sequence.
NC_021584	1012	Rotavirus G chicken/03V0567/DEU/2003 segment 8	Rotavirus G chicken/03V0567/DEU/2003 segment 8, complete sequence.
NC_021585	1052	Rotavirus G chicken/03V0567/DEU/2003 segment 7	Rotavirus G chicken/03V0567/DEU/2003 segment 7, complete sequence.
NC_021586	801	Rotavirus G chicken/03V0567/DEU/2003 segment 10	Rotavirus G chicken/03V0567/DEU/2003 segment 10, complete sequence.
NC_021588	1267	Rotavirus G chicken/03V0567/DEU/2003 segment 6	Rotavirus G chicken/03V0567/DEU/2003 segment 6, complete sequence.
NC_021589	2352	Rotavirus G chicken/03V0567/DEU/2003 segment 4	Rotavirus G chicken/03V0567/DEU/2003 segment 4, complete sequence.
NC_021580	3014	Rotavirus G chicken/03V0567/DEU/2003 segment 2	Rotavirus G chicken/03V0567/DEU/2003 segment 2, complete sequence.
NC_021581	2364	Rotavirus G chicken/03V0567/DEU/2003 segment 3	Rotavirus G chicken/03V0567/DEU/2003 segment 3, complete sequence.
NC_021587	678	Rotavirus G chicken/03V0567/DEU/2003 segment 11	Rotavirus G chicken/03V0567/DEU/2003 segment 11, complete sequence.
NC_021590	3526	Rotavirus G chicken/03V0567/DEU/2003 segment 1	Rotavirus G chicken/03V0567/DEU/2003 segment 1, complete sequence.
NC_021582	825	Rotavirus G chicken/03V0567/DEU/2003 segment 9	Rotavirus G chicken/03V0567/DEU/2003 segment 9, complete sequence.
NC_021626	2769	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F chicken/03V0568/DEU/2003, segment 2
NC_021627	990	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F chicken/03V0568/DEU/2003, segment 9
NC_021628	1068	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F chicken/03V0568/DEU/2003, segment 8
NC_021635	1314	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F chicken/03V0568/DEU/2003, segment 6
NC_021629	706	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F chicken/03V0568/DEU/2003, segment 10
NC_021631	2246	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F chicken/03V0568/DEU/2003, segment 3
NC_021632	1791	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F chicken/03V0568/DEU/2003, segment 5
NC_021633	1309	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F chicken/03V0568/DEU/2003, segment 7
NC_021634	678	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F chicken/03V0568/DEU/2003, segment 11
NC_021625	3296	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F chicken/03V0568/DEU/2003, segment 1
NC_021630	2174	Rotavirus F chicken/03V0568/DEU/2003	Rotavirus F chicken/03V0568/DEU/2003, segment 4
NC_021708	1292	Cuban alphasatellite 1	Cuban alphasatellite 1, segment DNA-alpha
NC_021719	2766	Sweet potato leaf curl Henan virus isolate China:Henan10:2012	Sweet potato leaf curl Henan virus isolate China:Henan10:2012, complete genome.
NC_021705	4195	Thin paspalum asymptomatic virus strain 2005	Thin paspalum asymptomatic virus strain 2005, complete genome.
NC_021873	1712	Ustilaginoidea virens partitivirus 2	Ustilaginoidea virens partitivirus 2, segment RNA 1
NC_025114	7998	Salivirus FHB	Salivirus FHB, complete genome.
NC_021735	7038	Burdock mottle virus	Burdock mottle virus, segment RNA 1
NC_021736	4315	Burdock mottle virus	Burdock mottle virus, segment RNA 2
NC_021929	673	Malvastrum leaf curl deltasatellite isolate Mc1	Malvastrum leaf curl deltasatellite isolate Mc1, complete sequence.
NC_021797	6453	Cellulophaga phage phi12:2	Cellulophaga phage phi12:2, complete genome.
NC_021805	6478	Cellulophaga phage phi12a:1	Cellulophaga phage phi12a:1, complete genome.
NC_021851	6277	Tomato blistering mosaic virus isolate SC50	Tomato blistering mosaic virus isolate SC50, complete genome.
NC_021866	7219	Ralstonia phage RSS20 DNA.	Ralstonia phage RSS20 DNA.
NC_025346	7353	Rabbit astrovirus TN/2208/2010	Rabbit astrovirus TN/2208/2010, complete genome.
NC_025380	5300	Gorilla gorilla gorilla polyomavirus 1 isolate 5766	Gorilla gorilla gorilla polyomavirus 1 isolate 5766, complete genome.
NC_025370	5309	Pan troglodytes polyomavirus 3 isolate 6512	Pan troglodytes polyomavirus 3 isolate 6512, complete genome.
NC_025368	5303	Pan troglodytes verus polyomavirus 1a isolate 6444	Pan troglodytes verus polyomavirus 1a isolate 6444, complete genome.
NC_021926	3919	Calibrachoa mottle virus isolate California	Calibrachoa mottle virus isolate California, complete genome.
NC_022007	2624	Capraria yellow spot Yucatan virus	Capraria yellow spot Yucatan virus, segment DNA A
NC_021930	7267	Rangifer tarandus papillomavirus 2 isolate RtPV2	Rangifer tarandus papillomavirus 2 isolate RtPV2, complete genome.
NC_022002	3206	Grapevine red blotch-associated virus isolate CF214-1	Grapevine red blotch-associated virus isolate CF214-1, complete genome.
NC_022008	2584	Capraria yellow spot Yucatan virus	Capraria yellow spot Yucatan virus, segment DNA B
NC_022003	2566	Bean chlorotic mosaic virus	Bean chlorotic mosaic virus, segment DNA B
NC_022005	2597	Bean white chlorosis mosaic virus	Bean white chlorosis mosaic virus, segment DNA-A
NC_022006	3532	Broad bean true mosaic virus	Broad bean true mosaic virus, segment RNA 2
NC_022037	1672	Brazoran virus	Brazoran virus, segment S
NC_022004	6068	Broad bean true mosaic virus	Broad bean true mosaic virus, segment RNA 1
NC_022038	4659	Brazoran virus	Brazoran virus, segment M
NC_022073	2825	Hemidesmus yellow mosaic virus	Hemidesmus yellow mosaic virus, segment DNA-A
NC_022039	6911	Brazoran virus	Brazoran virus, segment L
NC_022089	3780	Parvovirus NIH-CQV putative 15-kDa protein	Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds.
NC_025216	859	Circoviridae SFBeef	Circoviridae SFBeef, complete genome.
NC_025215	2439	Gyrovirus GyV7-SF	Gyrovirus GyV7-SF, complete genome.
NC_025244	1359	Synedrella leaf curl alphasatellite isolate Synd-1	Synedrella leaf curl alphasatellite isolate Synd-1, complete sequence.
NC_025247	1783	Cygnus olor circovirus isolate H51	Cygnus olor circovirus isolate H51, complete genome.
NC_025214	5322	Botryosphaeria dothidea victorivirus 1 isolate GY25	Botryosphaeria dothidea victorivirus 1 isolate GY25, complete genome.
NC_025246	1966	Silurus glanis circovirus isolate H5	Silurus glanis circovirus isolate H5, complete genome.
NC_025265	2564	Tomato mottle wrinkle virus	Tomato mottle wrinkle virus, segment DNA A
NC_025266	2560	Tomato mottle wrinkle virus	Tomato mottle wrinkle virus, segment DNA B
NC_025252	6158	Yam virus X isolate T551	Yam virus X isolate T551, complete genome.
NC_025259	5145	Sea otter polyomavirus 1 isolate 6831-13	Sea otter polyomavirus 1 isolate 6831-13, complete genome.
NC_025367	2714	Ustilaginoidea virens RNA virus M isolate GX-1	Ustilaginoidea virens RNA virus M isolate GX-1, complete genome.
NC_022128	2872	Ageratum latent virus	Ageratum latent virus, segment RNA 2
NC_025381	6431	Hibiscus latent Fort Pierce virus genomic RNA	Hibiscus latent Fort Pierce virus genomic RNA, complete genome, isolate: J.
NC_025366	5654	Ustilaginoidea virens RNA virus L isolate GX-1	Ustilaginoidea virens RNA virus L isolate GX-1, complete genome.
NC_025379	6706	Mamastrovirus 3 isolate PAstV-GX1	Mamastrovirus 3 isolate PAstV-GX1, complete genome.
NC_022095	7228	Human papillomavirus type 179 complete genome	Human papillomavirus type 179 complete genome, isolate SIBX16.
NC_022104	5403	Porcine partetravirus strain FMV10-1437266	Porcine partetravirus strain FMV10-1437266, complete genome.
NC_022127	3481	Ageratum latent virus	Ageratum latent virus, segment RNA 1
NC_022129	2224	Ageratum latent virus	Ageratum latent virus, segment RNA 3
NC_022131	2572	Chickpea chlorosis Australia virus isolate CpCV-D_AU_3494I_2002	Chickpea chlorosis Australia virus isolate CpCV-D_AU_3494I_2002, complete genome.
NC_022232	2834	Sweet potato leaf curl Shanghai virus isolate China:Jilin1:2012	Sweet potato leaf curl Shanghai virus isolate China:Jilin1:2012, complete genome.
NC_025411	4089	Boiling Springs Lake RNA-DNA hybrid virus clone BSL_RDHV	Boiling Springs Lake RNA-DNA hybrid virus clone BSL_RDHV, complete genome.
NC_022229	2775	Tomato yellow leaf curl Saudi virus isolate Hail1	Tomato yellow leaf curl Saudi virus isolate Hail1, complete genome.
NC_022251	2603	Blueberry shock virus	Blueberry shock virus, segment RNA 2
NC_022252	2034	Blueberry shock virus	Blueberry shock virus, segment RNA 3
NC_022230	6398	Tomato mottle mosaic virus isolate MX5	Tomato mottle mosaic virus isolate MX5, complete genome.
NC_022249	6795	Feline astrovirus 2 strain 1637F	Feline astrovirus 2 strain 1637F, complete genome.
NC_022250	3352	Blueberry shock virus	Blueberry shock virus, segment RNA 1
NC_025481	2117	Lilac leaf chlorosis virus	Lilac leaf chlorosis virus, segment RNA 3
NC_022332	7539	Eel picornavirus 1 strain F15/05	Eel picornavirus 1 strain F15/05, complete genome.
NC_022365	7562	Piper yellow mottle virus strain ISH-1	Piper yellow mottle virus strain ISH-1, complete genome.
NC_025454	7679	Ralstonia phage RS603 DNA	Ralstonia phage RS603 DNA, complete genome.
NC_025432	7037	Chicken orivirus 1 strain chicken/Pf-CHK1/2013/HUN	Chicken orivirus 1 strain chicken/Pf-CHK1/2013/HUN, complete genome.
NC_025435	5986	Strawberry polerovirus 1 isolate AB5301	Strawberry polerovirus 1 isolate AB5301, complete genome.
NC_025477	3404	Lilac leaf chlorosis virus	Lilac leaf chlorosis virus, segment RNA 1
NC_025478	2762	Lilac leaf chlorosis virus	Lilac leaf chlorosis virus, segment RNA 2
NC_025483	2553	Cassava Ivorian bacilliform virus	Cassava Ivorian bacilliform virus, segment RNA 2
NC_025484	2564	Cassava Ivorian bacilliform virus	Cassava Ivorian bacilliform virus, segment RNA 3
NC_025482	3130	Cassava Ivorian bacilliform virus	Cassava Ivorian bacilliform virus, segment RNA 1
NC_025475	2547	Chickpea yellow dwarf virus isolate CpYDV-PK_PK103_2012	Chickpea yellow dwarf virus isolate CpYDV-PK_PK103_2012, complete genome.
NC_025480	4995	Carrot torradovirus 1	Carrot torradovirus 1, segment RNA 2
NC_025479	6944	Carrot torradovirus 1	Carrot torradovirus 1, segment RNA 1
NC_025474	7321	Crohivirus A gene for polyprotein	Crohivirus A gene for polyprotein, complete cds, strain: ZM54.
NC_025489	1151	Fako virus	Fako virus, segment 8
NC_025490	1140	Fako virus	Fako virus, segment 9
NC_025491	1170	Fako virus	Fako virus, segment 7
NC_025492	1778	Fako virus	Fako virus, segment 6
NC_025485	3227	Fako virus	Fako virus, segment 5
NC_025476	1865	Cyclovirus ZM36a DNA	Cyclovirus ZM36a DNA, complete genome.
NC_025486	3752	Fako virus	Fako virus, segment 2
NC_025680	2763	Tomato yellow leaf curl Axarquia virus isolate Homra	Tomato yellow leaf curl Axarquia virus isolate Homra, complete genome.
NC_025487	3819	Fako virus	Fako virus, segment 1
NC_025681	2782	Sweet potato leaf curl Sao Paulo virus isolate SPLCSPV-[BR:AlvM:09]	Sweet potato leaf curl Sao Paulo virus isolate SPLCSPV-[BR:AlvM:09], complete genome.
NC_025488	3403	Fako virus	Fako virus, segment 4
NC_025684	2833	Po-Circo-like virus 51	Po-Circo-like virus 51, complete genome.
NC_025493	3730	Fako virus	Fako virus, segment 3
NC_025683	2904	Po-Circo-like virus 41	Po-Circo-like virus 41, complete genome.
NC_022373	7616	Felis catus papillomavirus 4 isolate MY-3	Felis catus papillomavirus 4 isolate MY-3, complete genome.
NC_022519	5722	African elephant polyomavirus 1	African elephant polyomavirus 1, complete genome.
NC_025675	7496	Norway rat hunnivirus isolate NrHuV/NYC-E21 polyprotein gene	Norway rat hunnivirus isolate NrHuV/NYC-E21 polyprotein gene, complete cds.
NC_025682	3912	Po-Circo-like virus 21	Po-Circo-like virus 21, complete genome.
NC_025710	2603	Circoviridae 5 LDMD-2013	Circoviridae 5 LDMD-2013, complete genome.
NC_025705	4023	Circoviridae 1 LDMD-2013	Circoviridae 1 LDMD-2013, complete genome.
NC_025724	2296	Circoviridae 21 LDMD-2013	Circoviridae 21 LDMD-2013, complete genome.
NC_025723	1064	Circoviridae 19 LDMD-2013	Circoviridae 19 LDMD-2013, complete genome.
NC_025720	2262	Circoviridae 16 LDMD-2013	Circoviridae 16 LDMD-2013, complete genome.
NC_025719	2676	Circoviridae 15 LDMD-2013	Circoviridae 15 LDMD-2013, complete genome.
NC_025717	2658	Circoviridae 13 LDMD-2013	Circoviridae 13 LDMD-2013, complete genome.
NC_025716	2917	Circoviridae 11 LDMD-2013	Circoviridae 11 LDMD-2013, complete genome.
NC_025718	3161	Circoviridae 14 LDMD-2013	Circoviridae 14 LDMD-2013, complete genome.
NC_025708	2389	Circoviridae 3 LDMD-2013	Circoviridae 3 LDMD-2013, complete genome.
NC_025715	3333	Circoviridae 10 LDMD-2013	Circoviridae 10 LDMD-2013, complete genome.
NC_025711	2711	Circoviridae 6 LDMD-2013	Circoviridae 6 LDMD-2013, complete genome.
NC_025714	3175	Circoviridae 9 LDMD-2013	Circoviridae 9 LDMD-2013, complete genome.
NC_025722	2834	Circoviridae 18 LDMD-2013	Circoviridae 18 LDMD-2013, complete genome.
NC_025713	3999	Circoviridae 8 LDMD-2013	Circoviridae 8 LDMD-2013, complete genome.
NC_025725	2735	Jatropha leaf crumple virus isolate SKJ1	Jatropha leaf crumple virus isolate SKJ1, complete genome.
NC_025712	4715	Circoviridae 7 LDMD-2013	Circoviridae 7 LDMD-2013, complete genome.
NC_025733	2290	Faecal-associated gemycircularvirus 7	Faecal-associated gemycircularvirus 7, complete genome.
NC_025707	5749	Bacillariodnavirus LDMD-2013	Bacillariodnavirus LDMD-2013, complete genome.
NC_025706	3584	Circoviridae 2 LDMD-2013	Circoviridae 2 LDMD-2013, complete genome.
NC_025734	2288	Faecal-associated gemycircularvirus 6	Faecal-associated gemycircularvirus 6, complete genome.
NC_025709	3393	Circoviridae 4 LDMD-2013	Circoviridae 4 LDMD-2013, complete genome.
NC_025735	2187	Faecal-associated gemycircularvirus 5	Faecal-associated gemycircularvirus 5, complete genome.
NC_025736	2224	Faecal-associated gemycircularvirus 4	Faecal-associated gemycircularvirus 4, complete genome.
NC_025737	2199	Faecal-associated gemycircularvirus 3	Faecal-associated gemycircularvirus 3, complete genome.
NC_025738	2175	Faecal-associated gemycircularvirus 2	Faecal-associated gemycircularvirus 2, complete genome.
NC_025741	2197	Blackbird associated gemycircularvirus 1 isolate as41	Blackbird associated gemycircularvirus 1 isolate as41, complete genome.
NC_025728	2122	Faecal-associated gemycircularvirus 12	Faecal-associated gemycircularvirus 12, complete genome.
NC_025729	2159	Faecal-associated gemycircularvirus 11	Faecal-associated gemycircularvirus 11, complete genome.
NC_025730	2229	Faecal-associated gemycircularvirus 10	Faecal-associated gemycircularvirus 10, complete genome.
NC_025731	2130	Faecal-associated gemycircularvirus 9	Faecal-associated gemycircularvirus 9, complete genome.
NC_025732	2174	Faecal-associated gemycircularvirus 8	Faecal-associated gemycircularvirus 8, complete genome.
NC_025727	2855	Torque teno mini virus ALH8	Torque teno mini virus ALH8, complete genome.
NC_025726	2914	Torque teno mini virus ALA22	Torque teno mini virus ALA22, complete genome.
NC_025792	1790	Bat circovirus POA/2012/VI	Bat circovirus POA/2012/VI, complete genome.
NC_025791	1755	Bat circovirus POA/2012/II	Bat circovirus POA/2012/II, complete genome.
NC_025793	1691	Wellfleet Bay virus	Wellfleet Bay virus, segment 4
NC_025790	7369	Black sea bass polyomavirus 1 isolate 2835	Black sea bass polyomavirus 1 isolate 2835, complete genome.
NC_025795	2427	Wellfleet Bay virus	Wellfleet Bay virus, segment 1
NC_025796	2414	Wellfleet Bay virus	Wellfleet Bay virus, segment 2
NC_025797	2403	Wellfleet Bay virus	Wellfleet Bay virus, segment 3
NC_025798	1596	Wellfleet Bay virus	Wellfleet Bay virus, segment 5
NC_025799	908	Wellfleet Bay virus	Wellfleet Bay virus, segment 6
NC_025806	1596	Cangyuan orthoreovirus	Cangyuan orthoreovirus, segment S1
NC_025808	2134	Cangyuan orthoreovirus	Cangyuan orthoreovirus, segment M2
NC_025809	1323	Cangyuan orthoreovirus	Cangyuan orthoreovirus, segment S2
NC_025801	3885	Cangyuan orthoreovirus	Cangyuan orthoreovirus, segment L1
NC_025805	1983	Cangyuan orthoreovirus	Cangyuan orthoreovirus, segment M3
NC_025802	3820	Cangyuan orthoreovirus	Cangyuan orthoreovirus, segment L2
NC_025804	2277	Cangyuan orthoreovirus	Cangyuan orthoreovirus, segment M1
NC_025803	3944	Cangyuan orthoreovirus	Cangyuan orthoreovirus, segment L3
NC_025810	1184	Cangyuan orthoreovirus	Cangyuan orthoreovirus, segment S4
NC_025807	1179	Cangyuan orthoreovirus	Cangyuan orthoreovirus, segment S3
NC_025833	1760	Leopards Hill virus	Leopards Hill virus, segment S
NC_025834	2739	Switchgrass mosaic-associated virus 1 isolate Cloud Nine movement protein	Switchgrass mosaic-associated virus 1 isolate Cloud Nine movement protein, capsid protein, replication-associated protein RepB, and replication-associated protein genes, complete cds.
NC_025800	4861	Bovine polyomavirus-3 isolate 3S5	Bovine polyomavirus-3 isolate 3S5, complete genome.
NC_025811	5085	Bovine polyomavirus 2 strain BPyV2-SF	Bovine polyomavirus 2 strain BPyV2-SF, complete genome.
NC_025824	6408	Enterobacteria phage fd strain 478	Enterobacteria phage fd strain 478, complete genome.
NC_025832	4571	Leopards Hill virus	Leopards Hill virus, segment M
NC_025838	1431	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 10
NC_025825	4928	Raccoon dog amdovirus isolate HS-R NS1	Raccoon dog amdovirus isolate HS-R NS1, NS2, NS3, VP1, and VP2 genes, complete cds.
NC_025837	5820	Sauropus yellowing virus isolate THSP1-B P0	Sauropus yellowing virus isolate THSP1-B P0, P1-P2 fusion protein, P1, P3-P5 readthrough protein, P3, and P4 genes, complete cds.
NC_025840	1160	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 12
NC_025841	1155	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 13
NC_025842	1143	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 14
NC_025843	813	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 15
NC_025850	2203	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 6
NC_025845	4051	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 1
NC_025852	1879	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 8
NC_025846	3713	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 2
NC_025851	2005	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 7
NC_025847	3650	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 3
NC_025844	783	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 16
NC_025849	2351	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 5
NC_025853	1695	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 9
NC_025848	3382	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 4
NC_025839	1339	Dendrolimus punctatus cypovirus 22	Dendrolimus punctatus cypovirus 22, segment 11
NC_025959	2948	Dromedary stool-associated circular ssDNA virus isolate DcSCV_c954	Dromedary stool-associated circular ssDNA virus isolate DcSCV_c954, complete genome.
NC_025964	2752	Catharanthus yellow mosaic virus complete genome	Catharanthus yellow mosaic virus complete genome, isolate DR-151.
NC_025899	5159	Dolphin polyomavirus 1 isolate DPyV-1/Trachea/2010	Dolphin polyomavirus 1 isolate DPyV-1/Trachea/2010, partial sequence.
NC_025898	5055	Chlorocebus pygerythrus polyomavirus 3 DNA	Chlorocebus pygerythrus polyomavirus 3 DNA, complete genome, isolate: VMS95/VMS97.
NC_025894	5064	Yellow baboon polyomavirus 1 DNA	Yellow baboon polyomavirus 1 DNA, complete genome, isolate: BS20.
NC_025893	5770	Chaetoceros tenuissimus DNA virus type-II DNA	Chaetoceros tenuissimus DNA virus type-II DNA, complete genome, isolate: SS10-8V.
NC_025896	5167	Chlorocebus pygerythrus polyomavirus 2 DNA	Chlorocebus pygerythrus polyomavirus 2 DNA, complete genome, isolate: VMK96.
NC_025895	4899	Mastomys natalensis polyomavirus 1 DNA	Mastomys natalensis polyomavirus 1 DNA, complete genome, isolate: NR55.
NC_025891	4844	Slow loris parvovirus 1 strain Buddha_08	Slow loris parvovirus 1 strain Buddha_08, complete genome.
NC_025890	7093	Tortoise picornavirus strain 14-04	Tortoise picornavirus strain 14-04, complete genome.
NC_025961	7213	Cosavirus JMY-2014 isolate Cosa-CHN	Cosavirus JMY-2014 isolate Cosa-CHN, complete genome.
NC_025966	2572	Rodent Torque teno virus 2 isolate RN_2_Se15	Rodent Torque teno virus 2 isolate RN_2_Se15, complete genome.
NC_026161	2243	Sewage-associated gemycircularvirus-5 isolate BS3963	Sewage-associated gemycircularvirus-5 isolate BS3963, complete sequence.
NC_025965	5426	Porcine parvovirus 2 strain BR/GO/ion_09_PPV-2/2011	Porcine parvovirus 2 strain BR/GO/ion_09_PPV-2/2011, complete genome.
NC_026018	3337	Wenzhou mammarenavirus	Wenzhou mammarenavirus, segment S
NC_026170	967	Sewage-associated circular DNA molecule-1 isolate NZ-BS4111-2012	Sewage-associated circular DNA molecule-1 isolate NZ-BS4111-2012, complete sequence.
NC_026138	2223	Seal anellovirus 4 ORF1 gene	Seal anellovirus 4 ORF1 gene, complete cds.
NC_026019	7146	Wenzhou mammarenavirus	Wenzhou mammarenavirus, segment L
NC_026015	4893	Tadarida brasiliensis polyomavirus 2	Tadarida brasiliensis polyomavirus 2, complete genome.
NC_026012	4882	Tadarida brasiliensis polyomavirus 1	Tadarida brasiliensis polyomavirus 1, complete genome.
NC_026013	5755	Microviridae IME-16	Microviridae IME-16, complete sequence.
NC_026020	6945	Mulberry badnavirus 1 complete genome	Mulberry badnavirus 1 complete genome, isolate Lebanon34.
NC_026135	5076	Phomopsis vexans RNA virus isolate 1	Phomopsis vexans RNA virus isolate 1, complete genome.
NC_026141	4988	Adelie penguin polyomavirus isolate AdPyV_Crozier_2012	Adelie penguin polyomavirus isolate AdPyV_Crozier_2012, complete genome.
NC_026144	2115	Sewage-associated gemycircularvirus-4 isolate BS3913	Sewage-associated gemycircularvirus-4 isolate BS3913, complete sequence.
NC_026143	1132	Sewage-associated circular DNA molecule-3 isolate NZ-BS2940-2012	Sewage-associated circular DNA molecule-3 isolate NZ-BS2940-2012, complete sequence.
NC_026163	2277	Sewage-associated gemycircularvirus-7a isolate BS3939	Sewage-associated gemycircularvirus-7a isolate BS3939, complete sequence.
NC_026140	6006	Eimeria tenella RNA virus 1 strain JL610V coat protein (EtRv1gp1) and RNA-dependent RNA polymerase (RDRP) genes	Eimeria tenella RNA virus 1 strain JL610V coat protein (EtRv1gp1) and RNA-dependent RNA polymerase (RDRP) genes, complete cds.
NC_026137	3246	Magnaporthe oryzae RNA virus	Magnaporthe oryzae RNA virus, complete genome.
NC_026162	2147	Sewage-associated gemycircularvirus-6 isolate BS4014	Sewage-associated gemycircularvirus-6 isolate BS4014, complete sequence.
NC_026164	2234	Sewage derived gemycircularvirus 1 isolate BS3917	Sewage derived gemycircularvirus 1 isolate BS3917, complete sequence.
NC_026165	2273	Sewage-associated gemycircularvirus-9 isolate BS3970	Sewage-associated gemycircularvirus-9 isolate BS3970, complete sequence.
NC_026166	2196	Sewage derived gemycircularvirus 2 isolate BS4117	Sewage derived gemycircularvirus 2 isolate BS4117, complete sequence.
NC_026169	2249	Sewage-associated gemycircularvirus-10a isolate BS3980	Sewage-associated gemycircularvirus-10a isolate BS3980, complete sequence.
NC_026167	2193	Sewage-associated gemycircularvirus-2 isolate BS3911	Sewage-associated gemycircularvirus-2 isolate BS3911, complete sequence.
NC_026187	1040	Sewage-associated circular DNA molecule isolate SaCM-4_NZ_BS2920_2012	Sewage-associated circular DNA molecule isolate SaCM-4_NZ_BS2920_2012, complete sequence.
NC_022554	2963	Wallal virus	Wallal virus, segment 2
NC_022555	2765	Wallal virus	Wallal virus, segment 3
NC_022556	1747	Wallal virus	Wallal virus, segment 5
NC_022557	1125	Wallal virus	Wallal virus, segment 7
NC_022558	1034	Wallal virus	Wallal virus, segment 9
NC_022560	1978	Wallal virus	Wallal virus, segment 4
NC_022562	1158	Wallal virus	Wallal virus, segment 8
NC_022559	831	Wallal virus	Wallal virus, segment 10
NC_022561	1627	Wallal virus	Wallal virus, segment 6
NC_026245	2806	Bromus-associated circular DNA virus 4 isolate BasCV-4_FR38-38-Cam	Bromus-associated circular DNA virus 4 isolate BasCV-4_FR38-38-Cam, complete genome.
NC_022553	3952	Wallal virus	Wallal virus, segment 1
NC_026243	2542	Bromus-associated circular DNA virus 2 isolate BasCV-2_NZ-NZG03_Wel-2012	Bromus-associated circular DNA virus 2 isolate BasCV-2_NZ-NZG03_Wel-2012, complete genome.
NC_022564	4945	Acheta domesticus mini ambidensovirus isolate Kalamazoo	Acheta domesticus mini ambidensovirus isolate Kalamazoo, complete genome.
NC_026244	3962	Giant guitarfish polyomavirus 1 isolate UGA1	Giant guitarfish polyomavirus 1 isolate UGA1, complete genome.
NC_026241	2776	Bromus-associated circular DNA virus 1 isolate BasCV-1_NZ-NZG01_Sef-2012	Bromus-associated circular DNA virus 1 isolate BasCV-1_NZ-NZG01_Sef-2012, complete genome.
NC_026238	7836	Rubus yellow net virus	Rubus yellow net virus, complete genome
NC_026240	3865	Pelargonium ringspot virus isolate DSMZ-PV-0304	Pelargonium ringspot virus isolate DSMZ-PV-0304, complete genome.
NC_026253	2661	Oxalis yellow vein virus	Oxalis yellow vein virus, segment DNA-A
NC_026239	3892	Elderberry latent virus isolate ELV	Elderberry latent virus isolate ELV, complete genome.
NC_026252	2460	Human smacovirus 1 isolate France/12/2008/3454	Human smacovirus 1 isolate France/12/2008/3454, complete genome.
NC_026246	3345	Gairo mammarenavirus	Gairo mammarenavirus, segment S
NC_026256	2155	Sewage-associated circular DNA virus-37 isolate SaCV-37_NZ-BS2945-2012	Sewage-associated circular DNA virus-37 isolate SaCV-37_NZ-BS2945-2012, complete genome.
NC_026247	7264	Gairo mammarenavirus	Gairo mammarenavirus, segment L
NC_026249	7018	Bovine picornavirus isolate TCH6 polyprotein gene	Bovine picornavirus isolate TCH6 polyprotein gene, complete cds.
NC_026251	5049	Sesavirus CSL10538 NS1 and VP1 genes	Sesavirus CSL10538 NS1 and VP1 genes, complete cds.
NC_026255	2254	Sewage-associated circular DNA virus-36 isolate SaCV-36_NZ-BS3974-2012	Sewage-associated circular DNA virus-36 isolate SaCV-36_NZ-BS3974-2012, complete genome.
NC_026280	2472	Sewage-associated circular DNA virus-35 isolate SaCV-35_NZ-BS4050-2012	Sewage-associated circular DNA virus-35 isolate SaCV-35_NZ-BS4050-2012, complete genome.
