Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_001587.1	7723	Human papillomavirus type 34	Human papillomavirus type 34, complete genome
NC_001586.1	7961	Human papillomavirus type 32	Human papillomavirus type 32, complete genome
NC_001583.1	7855	Human papillomavirus type 26	Human papillomavirus type 26, complete genome
NC_001576.1	7919	Human papillomavirus type 10 genomic DNA	Human papillomavirus type 10 genomic DNA
NC_001549.1	9623	Simian immunodeficiency virus	Simian immunodeficiency virus, complete genome
NC_001542.1	11932	Rabies virus	Rabies virus, complete genome
NC_001538.1	5153	BK polyomavirus	BK polyomavirus, complete genome
NC_001531.1	7746	Human papillomoavirus type 5	Human papillomoavirus type 5, complete genome
NC_001512.1	11835	O'nyong-nyong virus	O'nyong-nyong virus, complete genome
NC_001503.1	8805	Mouse mammary tumor virus	Mouse mammary tumor virus, complete genome
NC_001501.1	8332	Moloney murine leukemia virus	Moloney murine leukemia virus, complete genome
NC_001498.1	15894	Measles virus	Measles virus, complete genome
NC_001490.1	7212	Human rhinovirus 14	Human rhinovirus 14, complete genome
NC_001489.1	7478	Hepatitis A virus	Hepatitis A virus, complete genome
NC_001488.1	8952	Human T-lymphotropic virus 2	Human T-lymphotropic virus 2, complete proviral genome
NC_001486.1	3027	Heron hepatitis B virus	Heron hepatitis B virus, complete genome
NC_001479.1	7835	Encephalomyocarditis virus	Encephalomyocarditis virus, complete genome
NC_001472.1	7389	Human enterovirus B	Human enterovirus B, complete genome
NC_001461.1	12573	Bovine viral diarrhea virus 1	Bovine viral diarrhea virus 1, complete genome
NC_001460.1	34125	Human adenovirus A	Human adenovirus A, complete genome
NC_001458.1	7348	Human papillomavirus type 63	Human papillomavirus type 63, complete genome
NC_001457.1	7353	Human papillomavirus type 4	Human papillomavirus type 4, complete genome
NC_001454.1	34214	Human adenovirus F	Human adenovirus F, complete genome
NC_001451.1	27608	Avian infectious bronchitis virus	Avian infectious bronchitis virus, complete genome
NC_001449.1	11444	Venezuelan equine encephalitis virus	Venezuelan equine encephalitis virus, complete genome
NC_001436.1	8507	Human T-lymphotropic virus 1	Human T-lymphotropic virus 1, complete genome
NC_001434.1	7176	Hepatitis E virus	Hepatitis E virus, complete genome
NC_001430.1	7390	Human enterovirus D	Human enterovirus D, complete genome
NC_001427.1	2319	Chicken anemia virus	Chicken anemia virus, complete genome
NC_001414.1	8419	Bovine leukemia virus	Bovine leukemia virus, complete genome
NC_001405.1	35937	Human adenovirus C	Human adenovirus C, complete genome
NC_001366.1	8101	Theilovirus	Theilovirus, complete genome
NC_001364.1	13246	Simian foamy virus	Simian foamy virus, complete genome
NC_001362.1	8323	Friend murine leukemia virus FB29 complete genome	Friend murine leukemia virus FB29 complete genome
NC_001357.1	7857	Human papillomavirus - 18	Human papillomavirus - 18, complete genome
NC_001356.1	7815	Human papillomavirus - 1	Human papillomavirus - 1, complete genome
NC_001355.1	7902	Human papillomavirus type 6b	Human papillomavirus type 6b, complete genome
NC_001354.1	7614	Human papillomavirus type 41	Human papillomavirus type 41, complete genome
NC_001352.1	7860	Human papillomavirus - 2	Human papillomavirus - 2, complete genome
NC_001348.1	124884	Human herpesvirus 3	Human herpesvirus 3, complete genome
NC_002204.1	2368	Influenza B virus RNA 1	Influenza B virus RNA 1, complete sequence
NC_002211.1	1096	Influenza B virus (B/Lee/1940) segment 8	Influenza B virus (B/Lee/1940) segment 8, complete sequence
NC_002210.1	1191	Influenza B virus (B/Lee/1940) segment 7	Influenza B virus (B/Lee/1940) segment 7, complete sequence
NC_002209.1	1557	Influenza B virus (B/Lee/1940) segment 6	Influenza B virus (B/Lee/1940) segment 6, complete sequence
NC_002208.1	1841	Influenza B virus (B/Lee/1940) segment 5	Influenza B virus (B/Lee/1940) segment 5, complete sequence
NC_002207.1	1882	Influenza B virus (B/Lee/1940) segment 4	Influenza B virus (B/Lee/1940) segment 4, complete sequence
NC_002206.1	2204	Influenza B virus (B/Lee/1940) segment 3	Influenza B virus (B/Lee/1940) segment 3, complete sequence
NC_002205.1	2313	Influenza B virus (B/Lee/1940) segment 2	Influenza B virus (B/Lee/1940) segment 2, complete sequence
NC_002023.1	2341	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 1	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 1, complete sequence
NC_002022.1	2233	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 3	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 3, complete sequence
NC_002021.1	2341	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 2	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 2, complete sequence
NC_002020.1	890	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 8	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 8, complete sequence
NC_002019.1	1565	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 5	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 5, complete sequence
NC_002018.1	1413	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 6	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 6, complete sequence
NC_002017.1	1778	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 4	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 4, complete sequence
NC_002016.1	1027	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 7	Influenza A virus (A/Puerto Rico/8/1934(H1N1)) segment 7, complete sequence
NC_001607.1	8910	Borna disease virus 1	Borna disease virus 1, complete sequence
NC_030692.1	8908	Borna disease virus 2	Borna disease virus 2, complete genome
NC_001798.2	154675	Human herpesvirus 2 strain HG52	Human herpesvirus 2 strain HG52, complete genome
NC_045512.2	29903	Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1	Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome.
